age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,over50k,probability of yes (or score)
81, Self-emp-not-inc,240414, Bachelors,13, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States,0.0,0.059301238507032394
34, Private,183557, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States,0.0,0.0065055545419454575
37, State-gov,241633, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,45, United-States,0.0,0.4767676293849945
65, Private,475775, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,22, United-States,0.0,0.01791824959218502
59, State-gov,354948, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States,1.0,0.90095055103302
41, Local-gov,106982, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,52, United-States,1.0,0.821245551109314
43, Private,197609, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States,0.0,0.005318280775099993
53, Private,124993, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States,1.0,0.5944874882698059
41, Private,386236, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Mexico,0.0,0.017783930525183678
27, Private,179681, Assoc-voc,11, Married-spouse-absent, Tech-support, Own-child, White, Female,0,0,40, United-States,0.0,0.04175041988492012
65, Private,228182, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7836136817932129
34, Federal-gov,77218, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.048386719077825546
58, Private,100054, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,70, United-States,1.0,0.8616896271705627
40, Self-emp-inc,142030, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States,1.0,0.8543735146522522
28, Private,89813, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,0.0,0.007995642721652985
23, Private,129980, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,0.0,0.012774542905390263
72, Private,109385, 1st-4th,2, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,36, United-States,0.0,0.027890747413039207
66, Self-emp-not-inc,99927, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Female,0,0,45, United-States,0.0,0.0399663932621479
38, Private,189092, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,0.0,0.3420005440711975
28, Private,271012, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0.0,0.005238849204033613
29, Private,394927, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0.0,0.21669526398181915
21, Private,123868, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0.0,0.2771589756011963
24, Private,190015, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.6427747011184692
29, Private,244246, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Poland,0.0,0.0070986999198794365
31, Private,197058, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,2597,0,45, United-States,0.0,0.19779065251350403
38, Self-emp-not-inc,168826, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0.0,0.18812862038612366
31, Private,213339, HS-grad,9, Separated, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0.0,0.014367918483912945
36, Private,382859, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,1.0,0.6818643808364868
48, Private,359808, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0.0,0.017084484919905663
41, Private,104196, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.8113342523574829
69, Self-emp-inc,264722, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1.0,0.6483830809593201
34, Private,109917, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0.0,0.008714213967323303
49, Private,107373, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States,0.0,0.3616538345813751
50, Private,175029, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.6642663478851318
34, Self-emp-not-inc,201292, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0.0,0.279584139585495
25, Private,205337, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1.0,0.5254948139190674
51, State-gov,290688, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.8687658905982971
50, State-gov,263200, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador,0.0,0.020398659631609917
28, Private,424340, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,0.0,0.01064882893115282
28, Private,108706, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States,0.0,0.0027589548844844103
47, Private,247379, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States,0.0,0.02039172686636448
35, Private,191103, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0.0,0.29558759927749634
22, Private,171538, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States,0.0,0.003577347146347165
27, Private,86153, HS-grad,9, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Germany,0.0,0.006656575947999954
45, Local-gov,375606, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.75115966796875
31, Private,75755, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0.0,0.1488017588853836
44, Private,137367, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand,0.0,0.08467455953359604
34, Private,361497, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0.0,0.2489970475435257
32, Private,29144, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States,0.0,0.03999501094222069
33, Private,250782, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.25104060769081116
17, Private,162205, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States,0.0,0.001725950394757092
24, Private,123226, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0.0,0.0917017012834549
54, Private,99185, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States,1.0,0.8892237544059753
17, Private,206383, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States,0.0,0.0031718581449240446
38, Private,91857, HS-grad,9, Divorced, Other-service, Other-relative, White, Male,0,0,40, United-States,0.0,0.00892223883420229
33, Private,309582, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,7298,0,50, United-States,1.0,0.7544981837272644
50, Private,154153, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0.0,0.17905138432979584
45, Private,106061, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States,0.0,0.346235066652298
51, Self-emp-not-inc,73493, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States,0.0,0.09171142429113388
34, Private,35743, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.7042819261550903
35, Private,123809, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, United-States,1.0,0.985801637172699
30, Private,192002, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.23936907947063446
39, Private,172186, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.5859032869338989
36, Private,135293, Masters,14, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,0.0,0.14959099888801575
56, Self-emp-inc,170287, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.8108202219009399
47, Local-gov,275517, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,72, United-States,0.0,0.06740562617778778
25, Private,288440, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0.0,0.031037356704473495
24, Private,201145, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States,0.0,0.028452511876821518
64, Self-emp-inc,119182, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece,1.0,0.6251941323280334
32, Private,187936, 10th,6, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, United-States,0.0,0.003712688572704792
71, Self-emp-not-inc,139889, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States,1.0,0.566939115524292
52, Private,235567, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.01938898116350174
45, Self-emp-inc,88500, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States,1.0,0.9041736125946045
31, Private,238816, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0.0,0.39693859219551086
23, Private,152328, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,13550,0,50, United-States,1.0,0.8665208220481873
31, Private,114691, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States,0.0,0.06243211030960083
55, Private,188382, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,0.0,0.366021066904068
33, Federal-gov,206392, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1.0,0.7629480957984924
52, State-gov,108836, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States,1.0,0.6490694284439087
20, Private,258730, HS-grad,9, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States,0.0,0.009150363504886627
27, Private,170301, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0.0,0.09439472109079361
45, Private,186410, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,0.0,0.029771752655506134
53, Private,34973, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0.0,0.275579035282135
18, Private,184101, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,6, United-States,0.0,0.0026996724773198366
34, Private,31341, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0.0,0.010387672111392021
24, Private,376474, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0.0,0.3781084418296814
54, Private,204304, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.020397545769810677
38, Private,179481, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1.0,0.5904030203819275
31, Private,193285, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0.0,0.024916192516684532
24, Private,152540, Bachelors,13, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States,0.0,0.028305726125836372
52, Federal-gov,57855, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1.0,0.9451774954795837
40, Local-gov,34739, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,36, United-States,1.0,0.6283348798751831
30, Private,236379, 11th,7, Never-married, Transport-moving, Unmarried, White, Male,0,0,30, United-States,0.0,0.008573021739721298
48, Private,148995, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0.0,0.42137038707733154
22, Federal-gov,277700, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States,0.0,0.04362645745277405
47, State-gov,287547, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1.0,0.8191311955451965
55, Self-emp-not-inc,183580, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0.0,0.2135804444551468
45, Private,176841, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador,0.0,0.003717730985954404
33, Private,183778, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1.0,0.5029464364051819
23, State-gov,209744, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,0.0,0.018307993188500404
36, State-gov,47072, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,8, United-States,0.0,0.0032859097700566053
30, Private,142921, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0.0,0.05592036247253418
32, State-gov,217251, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States,0.0,0.08374948054552078
29, Private,272715, 10th,6, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States,0.0,0.001762986183166504
73, Private,132350, 7th-8th,4, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,18, United-States,0.0,0.0043942490592598915
31, Private,83413, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0.0,0.021421091631054878
18, Private,230215, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0.0,0.004836620297282934
39, Private,188148, Some-college,10, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,48, United-States,0.0,0.00605776347219944
31, Federal-gov,86150, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,5178,0,40, United-States,1.0,0.9229428172111511
55, Private,92847, 7th-8th,4, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,30, United-States,0.0,0.00513605959713459
24, State-gov,334693, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0.0,0.3226456642150879
26, Private,140434, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States,0.0,0.02886819839477539
37, Private,80303, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0.0,0.37852078676223755
17, Local-gov,236831, 12th,8, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States,0.0,0.0022865247447043657
20, Private,367240, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0.0,0.002866895403712988
21, Private,137320, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States,0.0,0.005120358895510435
43, Private,176716, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,1.0,0.7278003692626953
62, Private,155915, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.17776884138584137
51, Self-emp-not-inc,43878, Doctorate,16, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,0.0,0.15257176756858826
47, Self-emp-not-inc,177533, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.25287505984306335
48, Federal-gov,56482, 10th,6, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0.0,0.019244814291596413
37, Private,226500, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1.0,0.6130597591400146
32, Private,80356, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,1.0,0.5864376425743103
45, Self-emp-not-inc,181307, Doctorate,16, Separated, Prof-specialty, Not-in-family, White, Male,0,1408,40, United-States,0.0,0.34606918692588806
57, Private,106910, Assoc-voc,11, Divorced, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc),0.0,0.00788697600364685
30, Private,175413, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, United-States,0.0,0.0034167026169598103
49, Self-emp-inc,172246, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States,1.0,0.9998852014541626
61, Private,74040, Bachelors,13, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,30, South,0.0,0.02199363522231579
24, Private,118792, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,0.0,0.006735667586326599
18, Private,175752, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0.0,0.006813908461481333
26, State-gov,106491, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0.0,0.08089905232191086
42, Private,99651, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0.0,0.48634979128837585
23, Private,234791, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,36, United-States,0.0,0.0031731200870126486
38, Private,208109, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States,0.0,0.1585066169500351
24, Private,373628, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,1504,40, United-States,0.0,0.06287649273872375
29, Private,244721, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0.0,0.029623335227370262
17, Private,98572, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,0.0,0.0033320561051368713
18, Private,216540, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0.0,0.006976581644266844
28, Private,203776, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Poland,0.0,0.14065656065940857
42, Private,100479, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1.0,0.5340307950973511
56, Federal-gov,97213, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,0.0,0.260545015335083
37, Private,139180, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0.0,0.0013976208865642548
36, Private,161141, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0.0,0.1992543637752533
35, Private,420040, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0.0,0.020362436771392822
35, Private,153832, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0.0,0.009243417531251907
39, Private,150057, 10th,6, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0.0,0.0081330556422472
69, Private,137109, 10th,6, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States,0.0,0.0026268186047673225
17, Private,25982, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0.0,0.002147028921172023
30, Private,184542, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0.0,0.013407614082098007
40, Private,170482, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,14344,0,45, United-States,1.0,0.7575910091400146
42, State-gov,82161, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States,0.0,0.4736034870147705
48, Local-gov,273767, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,40, United-States,1.0,0.9646359086036682
33, Self-emp-not-inc,656488, Assoc-voc,11, Divorced, Tech-support, Unmarried, Black, Male,0,0,50, United-States,0.0,0.01594642549753189
48, Private,191681, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0.0,0.2717314064502716
